date,n_contracts,near_rate,near_contract,far_rate,far_contract,terminal_rate,terminal_contract,terminal_maturity,peak_rate,peak_contract,peak_maturity,curve_slope_bp,mid_mean_rate,z6_rate,m7_rate,near_rate_chg,far_rate_chg,terminal_rate_chg,peak_rate_chg,mid_mean_chg,z6_m7_spread,curve_move_bp,curve_move_5d_vol,curve_move_20d_vol,curve_move_5d_sum,curve_move_20d_sum
2018-05-07,20,1.975000,SR3_M18,2.810000,SR3_H23,1.975000,SR3_M18,2018-06-01,2.760000,SR3_Z20,2020-12-01,83.500000,2.716667,,,,,,,,,,,,,
2018-05-08,20,1.980000,SR3_M18,2.820000,SR3_H23,1.980000,SR3_M18,2018-06-01,2.770000,SR3_Z20,2020-12-01,84.000000,2.726667,,,0.005000,0.010000,0.005000,0.010000,0.010000,,0.750000,,,,
2018-05-09,20,1.980000,SR3_M18,2.845000,SR3_H23,1.980000,SR3_M18,2018-06-01,2.795000,SR3_Z20,2020-12-01,86.500000,2.750417,,,0.000000,0.025000,0.000000,0.025000,0.023750,,1.250000,,,,
2018-05-10,20,1.990000,SR3_M18,2.865000,SR3_H23,1.990000,SR3_M18,2018-06-01,2.815000,SR3_Z20,2020-12-01,87.500000,2.770417,,,0.010000,0.020000,0.010000,0.020000,0.020000,,1.500000,,,,
2018-05-11,20,1.995000,SR3_M18,2.880000,SR3_H23,1.995000,SR3_M18,2018-06-01,2.830000,SR3_Z20,2020-12-01,88.500000,2.785417,,,0.005000,0.015000,0.005000,0.015000,0.015000,,1.000000,,,,
2018-05-14,20,1.985000,SR3_M18,2.885000,SR3_H23,1.985000,SR3_M18,2018-06-01,2.835000,SR3_Z20,2020-12-01,90.000000,2.788750,,,-0.010000,0.005000,-0.010000,0.005000,0.003333,,-0.250000,0.675463,,4.250000,
2018-05-15,20,1.995000,SR3_M18,2.915000,SR3_H23,1.995000,SR3_M18,2018-06-01,2.865000,SR3_Z20,2020-12-01,92.000000,2.818750,,,0.010000,0.030000,0.010000,0.030000,0.030000,,2.000000,0.840387,,5.500000,
2018-05-16,20,2.000000,SR3_M18,2.925000,SR3_H23,2.000000,SR3_M18,2018-06-01,2.875000,SR3_Z20,2020-12-01,92.500000,2.828333,,,0.005000,0.010000,0.005000,0.010000,0.009583,,0.750000,0.847791,,5.000000,
2018-05-17,20,2.002500,SR3_M18,2.940000,SR3_H23,2.002500,SR3_M18,2018-06-01,2.890000,SR3_Z20,2020-12-01,93.750000,2.840000,,,0.002500,0.015000,0.002500,0.015000,0.011667,,0.875000,0.800391,,4.375000,
2018-05-18,20,2.000000,SR3_M18,2.915000,SR3_H23,2.000000,SR3_M18,2018-06-01,2.865000,SR3_Z20,2020-12-01,91.500000,2.815417,,,-0.002500,-0.025000,-0.002500,-0.025000,-0.024583,,-1.375000,1.272915,,2.000000,
2018-05-21,20,2.010000,SR3_M18,2.930000,SR3_H23,2.010000,SR3_M18,2018-06-01,2.880000,SR3_Z20,2020-12-01,92.000000,2.829167,,,0.010000,0.015000,0.010000,0.015000,0.013750,,1.250000,1.258099,,3.500000,
2018-05-22,20,2.000000,SR3_M18,2.920000,SR3_H23,2.000000,SR3_M18,2018-06-01,2.870000,SR3_Z20,2020-12-01,92.000000,2.819167,,,-0.010000,-0.010000,-0.010000,-0.010000,-0.010000,,-1.000000,1.197001,,0.500000,
2018-05-23,20,1.965000,SR3_M18,2.870000,SR3_H23,1.965000,SR3_M18,2018-06-01,2.820000,SR3_Z20,2020-12-01,90.500000,2.769167,,,-0.035000,-0.050000,-0.035000,-0.050000,-0.050000,,-4.250000,2.192672,,-4.500000,
2018-05-24,20,1.965000,SR3_M18,2.840000,SR3_H23,1.965000,SR3_M18,2018-06-01,2.790000,SR3_Z20,2020-12-01,87.500000,2.739167,,,0.000000,-0.030000,0.000000,-0.030000,-0.030000,,-1.500000,1.956559,,-6.875000,
2018-05-25,20,1.960000,SR3_M18,2.810000,SR3_H23,1.960000,SR3_M18,2018-06-01,2.760000,SR3_Z20,2020-12-01,85.000000,2.709167,,,-0.005000,-0.030000,-0.005000,-0.030000,-0.030000,,-1.750000,1.963734,,-7.250000,
2018-05-29,20,1.925000,SR3_M18,2.595000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.545000,SR3_Z20,2020-12-01,67.000000,2.494167,,,-0.035000,-0.215000,-0.035000,-0.215000,-0.215000,,-12.500000,4.806896,,-21.000000,
2018-05-30,20,1.937500,SR3_M18,2.690000,SR3_H23,1.937500,SR3_M18,2018-06-01,2.640000,SR3_Z20,2020-12-01,75.250000,2.589167,,,0.012500,0.095000,0.012500,0.095000,0.095000,,5.375000,6.436954,,-14.625000,
2018-05-31,20,1.952500,SR3_M18,2.685000,SR3_H23,1.952500,SR3_M18,2018-06-01,2.635000,SR3_Z20,2020-12-01,73.250000,2.587500,,,0.015000,-0.005000,0.015000,-0.005000,-0.001667,,0.500000,6.542171,,-9.875000,
2018-06-01,20,1.967500,SR3_M18,2.755000,SR3_H23,1.967500,SR3_M18,2018-06-01,2.705000,SR3_Z20,2020-12-01,78.750000,2.659167,,,0.015000,0.070000,0.015000,0.070000,0.071667,,4.250000,7.125877,,-4.125000,
2018-06-04,20,1.990000,SR3_M18,2.795000,SR3_H23,1.990000,SR3_M18,2018-06-01,2.745000,SR3_Z20,2020-12-01,80.500000,2.702917,,,0.022500,0.040000,0.022500,0.040000,0.043750,,3.125000,7.299080,,0.750000,
2018-06-05,20,1.985000,SR3_M18,2.775000,SR3_H23,1.985000,SR3_M18,2018-06-01,2.725000,SR3_Z20,2020-12-01,79.000000,2.686250,,,-0.005000,-0.020000,-0.005000,-0.020000,-0.016667,,-1.250000,2.726318,3.651221,12.000000,-1.250000
2018-06-06,20,1.992500,SR3_M18,2.815000,SR3_H23,1.992500,SR3_M18,2018-06-01,2.765000,SR3_Z20,2020-12-01,82.250000,2.726250,,,0.007500,0.040000,0.007500,0.040000,0.040000,,2.375000,2.184105,3.688147,9.000000,0.375000
2018-06-07,20,1.990000,SR3_M18,2.805000,SR3_H23,1.990000,SR3_M18,2018-06-01,2.755000,SR3_Z20,2020-12-01,81.500000,2.716250,,,-0.002500,-0.010000,-0.002500,-0.010000,-0.010000,,-0.625000,2.398893,3.679021,7.875000,-1.500000
2018-06-08,20,1.970000,SR3_M18,2.770000,SR3_H23,1.970000,SR3_M18,2018-06-01,2.720000,SR3_Z20,2020-12-01,80.000000,2.683750,,,-0.020000,-0.035000,-0.020000,-0.035000,-0.032500,,-2.750000,2.488411,3.705903,0.875000,-5.750000
2018-06-11,20,1.970000,SR3_M18,2.780000,SR3_H23,1.970000,SR3_M18,2018-06-01,2.730000,SR3_Z20,2020-12-01,81.000000,2.695417,,,0.000000,0.010000,0.000000,0.010000,0.011667,,0.500000,1.923132,3.698439,-1.750000,-6.250000
2018-06-12,20,1.967500,SR3_M18,2.795000,SR3_H23,1.967500,SR3_M18,2018-06-01,2.745000,SR3_Z20,2020-12-01,82.750000,2.710000,,,-0.002500,0.015000,-0.002500,0.015000,0.014583,,0.625000,1.886216,3.704388,0.125000,-5.375000
2018-06-13,20,1.970000,SR3_M18,2.830000,SR3_H23,1.970000,SR3_M18,2018-06-01,2.780000,SR3_Z20,2020-12-01,86.000000,2.745000,,,0.002500,0.035000,0.002500,0.035000,0.035000,,1.875000,1.737905,3.700462,-0.375000,-5.500000
2018-06-14,20,1.950000,SR3_M18,2.830000,SR3_H23,1.950000,SR3_M18,2018-06-01,2.780000,SR3_Z20,2020-12-01,88.000000,2.745000,,,-0.020000,0.000000,-0.020000,0.000000,0.000000,,-1.000000,1.775264,3.695637,-0.750000,-7.250000
2018-06-15,20,1.935000,SR3_M18,2.815000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.765000,SR3_Z20,2020-12-01,88.000000,2.730000,,,-0.015000,-0.015000,-0.015000,-0.015000,-0.015000,,-1.500000,1.356120,3.691935,0.500000,-9.625000
2018-06-18,20,1.930000,SR3_M18,2.825000,SR3_H23,1.930000,SR3_M18,2018-06-01,2.775000,SR3_Z20,2020-12-01,89.500000,2.740000,,,-0.005000,0.010000,-0.005000,0.010000,0.010000,,0.250000,1.342223,3.689111,0.250000,-8.000000
2018-06-19,20,1.925000,SR3_M18,2.795000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.745000,SR3_Z20,2020-12-01,87.000000,2.710000,,,-0.005000,-0.030000,-0.005000,-0.030000,-0.030000,,-1.750000,1.498958,3.679468,-2.125000,-11.000000
2018-06-20,20,1.942500,SR3_M18,2.800000,SR3_H23,1.942500,SR3_M18,2018-06-01,2.750000,SR3_Z20,2020-12-01,85.750000,2.715000,,,0.017500,0.005000,0.017500,0.005000,0.005000,,1.125000,1.223468,3.696432,-2.875000,-8.875000
2018-06-21,20,1.935000,SR3_M18,2.790000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.740000,SR3_Z20,2020-12-01,85.500000,2.705000,,,-0.007500,-0.010000,-0.007500,-0.010000,-0.010000,,-0.875000,1.213852,3.589000,-2.750000,-5.500000
2018-06-22,20,1.935000,SR3_M18,2.790000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.740000,SR3_Z20,2020-12-01,85.500000,2.705000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,1.100426,3.577709,-1.250000,-4.000000
2018-06-25,20,1.930000,SR3_M18,2.760000,SR3_H23,1.930000,SR3_M18,2018-06-01,2.710000,SR3_Z20,2020-12-01,83.000000,2.677917,,,-0.005000,-0.030000,-0.005000,-0.030000,-0.027083,,-1.750000,1.229202,3.577709,-3.250000,-4.000000
2018-06-26,20,1.920000,SR3_M18,2.745000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.695000,SR3_Z20,2020-12-01,82.500000,2.662917,,,-0.010000,-0.015000,-0.010000,-0.015000,-0.015000,,-1.250000,1.133992,2.135962,-2.750000,7.250000
2018-06-27,20,1.925000,SR3_M18,2.700000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.650000,SR3_Z20,2020-12-01,77.500000,2.618750,,,0.005000,-0.045000,0.005000,-0.045000,-0.044167,,-2.000000,0.788591,1.841354,-5.875000,-0.125000
2018-06-28,20,1.920000,SR3_M18,2.695000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.645000,SR3_Z20,2020-12-01,77.500000,2.615000,,,-0.005000,-0.005000,-0.005000,-0.005000,-0.003750,,-0.500000,0.840387,1.840460,-5.500000,-1.125000
2018-06-29,20,1.920000,SR3_M18,2.700000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.650000,SR3_Z20,2020-12-01,78.000000,2.619583,,,0.000000,0.005000,0.000000,0.005000,0.004583,,0.250000,0.925338,1.540823,-5.250000,-5.125000
2018-07-02,20,1.925000,SR3_M18,2.700000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.650000,SR3_Z20,2020-12-01,77.500000,2.619583,,,0.005000,0.000000,0.005000,0.000000,0.000000,,0.250000,0.977880,1.328211,-3.250000,-8.000000
2018-07-03,20,1.920000,SR3_M18,2.695000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.645000,SR3_Z20,2020-12-01,77.500000,2.614583,,,-0.005000,-0.005000,-0.005000,-0.005000,-0.005000,,-0.500000,0.918559,1.313455,-2.500000,-7.250000
2018-07-05,20,1.930000,SR3_M18,2.710000,SR3_H23,1.930000,SR3_M18,2018-06-01,2.660000,SR3_Z20,2020-12-01,78.000000,2.631667,,,0.010000,0.015000,0.010000,0.015000,0.017084,,1.250000,0.720243,1.210069,0.750000,-8.375000
2018-07-06,20,1.930000,SR3_M18,2.690000,SR3_H23,1.930000,SR3_M18,2018-06-01,2.640000,SR3_Z20,2020-12-01,76.000000,2.612083,,,0.000000,-0.020000,0.000000,-0.020000,-0.019584,,-1.000000,0.855132,1.216323,0.250000,-8.750000
2018-07-09,20,1.935000,SR3_M18,2.700000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.650000,SR3_Z20,2020-12-01,76.500000,2.623750,,,0.005000,0.010000,0.005000,0.010000,0.011667,,0.750000,0.911729,1.113538,0.750000,-5.250000
2018-07-10,20,1.940000,SR3_M18,2.710000,SR3_H23,1.940000,SR3_M18,2018-06-01,2.660000,SR3_Z20,2020-12-01,77.000000,2.635417,,,0.005000,0.010000,0.005000,0.010000,0.011667,,0.750000,0.951972,1.123903,1.250000,-5.000000
2018-07-11,20,1.945000,SR3_M18,2.705000,SR3_H23,1.945000,SR3_M18,2018-06-01,2.655000,SR3_Z20,2020-12-01,76.000000,2.631667,,,0.005000,-0.005000,0.005000,-0.005000,-0.003750,,0.000000,0.876784,1.106853,1.750000,-5.625000
2018-07-12,20,1.950000,SR3_M18,2.710000,SR3_H23,1.950000,SR3_M18,2018-06-01,2.660000,SR3_Z20,2020-12-01,76.000000,2.639167,,,0.005000,0.005000,0.005000,0.005000,0.007500,,0.500000,0.737394,1.003776,1.000000,-7.000000
2018-07-13,20,1.950000,SR3_M18,2.695000,SR3_H23,1.950000,SR3_M18,2018-06-01,2.645000,SR3_Z20,2020-12-01,74.500000,2.627083,,,0.000000,-0.015000,0.000000,-0.015000,-0.012084,,-0.750000,0.637377,0.996788,1.250000,-6.750000
2018-07-16,20,1.940000,SR3_M18,2.705000,SR3_H23,1.940000,SR3_M18,2018-06-01,2.655000,SR3_Z20,2020-12-01,76.500000,2.639167,,,-0.010000,0.010000,-0.010000,0.010000,0.012084,,0.000000,0.575543,0.960486,0.500000,-5.250000
2018-07-17,20,1.935000,SR3_M18,2.730000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.680000,SR3_Z20,2020-12-01,79.500000,2.664167,,,-0.005000,0.025000,-0.005000,0.025000,0.025000,,1.000000,0.651920,0.995549,0.750000,-4.500000
2018-07-18,20,1.932500,SR3_M18,2.735000,SR3_H23,1.932500,SR3_M18,2018-06-01,2.685000,SR3_Z20,2020-12-01,80.250000,2.669167,,,-0.002500,0.005000,-0.002500,0.005000,0.005000,,0.125000,0.647109,0.930544,0.875000,-2.625000
2018-07-19,20,1.932500,SR3_M18,2.720000,SR3_H23,1.932500,SR3_M18,2018-06-01,2.670000,SR3_Z20,2020-12-01,78.750000,2.656667,,,0.000000,-0.015000,0.000000,-0.015000,-0.012500,,-0.750000,0.726722,0.890926,-0.375000,-4.500000
2018-07-20,20,1.932500,SR3_M18,2.725000,SR3_H23,1.932500,SR3_M18,2018-06-01,2.675000,SR3_Z20,2020-12-01,79.250000,2.661667,,,0.000000,0.005000,0.000000,0.005000,0.005000,,0.250000,0.625000,0.883209,0.625000,-3.375000
2018-07-23,20,1.932500,SR3_M18,2.760000,SR3_H23,1.932500,SR3_M18,2018-06-01,2.710000,SR3_Z20,2020-12-01,82.750000,2.696250,,,0.000000,0.035000,0.000000,0.035000,0.034583,,1.750000,0.945384,0.981972,2.375000,-1.625000
2018-07-24,20,1.942500,SR3_M18,2.770000,SR3_H23,1.942500,SR3_M18,2018-06-01,2.720000,SR3_Z20,2020-12-01,82.750000,2.706250,,,0.010000,0.010000,0.010000,0.010000,0.010000,,1.000000,0.945384,0.927003,2.375000,1.125000
2018-07-25,20,1.942500,SR3_M18,2.770000,SR3_H23,1.942500,SR3_M18,2018-06-01,2.720000,SR3_Z20,2020-12-01,82.750000,2.706250,,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.958514,0.874977,2.250000,2.375000
2018-07-26,20,1.940000,SR3_M18,2.815000,SR3_H23,1.940000,SR3_M18,2018-06-01,2.765000,SR3_Z20,2020-12-01,87.500000,2.749167,,,-0.002500,0.045000,-0.002500,0.045000,0.042917,,2.125000,0.920258,0.834495,5.125000,6.500000
2018-07-27,20,1.935000,SR3_M18,2.810000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.760000,SR3_Z20,2020-12-01,87.500000,2.744167,,,-0.005000,-0.005000,-0.005000,-0.005000,-0.005000,,-0.500000,1.118034,0.834495,4.375000,6.500000
2018-07-30,20,1.935000,SR3_M18,2.800000,SR3_H23,1.935000,SR3_M18,2018-06-01,2.755000,SR3_H20,2020-03-01,86.500000,2.739167,,,0.000000,-0.010000,0.000000,-0.005000,-0.005000,,-0.500000,1.130542,0.854651,2.125000,5.750000
2018-07-31,20,1.937500,SR3_M18,2.800000,SR3_H23,1.937500,SR3_M18,2018-06-01,2.755000,SR3_H20,2020-03-01,86.250000,2.739167,,,0.002500,0.000000,0.002500,0.000000,0.000000,,0.125000,1.086134,0.855396,1.250000,5.625000
2018-08-01,20,1.937500,SR3_M18,2.805000,SR3_H23,1.937500,SR3_M18,2018-06-01,2.760000,SR3_H20,2020-03-01,86.750000,2.744167,,,0.000000,0.005000,0.000000,0.005000,0.005000,,0.250000,1.077468,0.835554,1.500000,6.375000
2018-08-02,20,1.932500,SR3_M18,2.815000,SR3_H23,1.932500,SR3_M18,2018-06-01,2.765000,SR3_Z20,2020-12-01,88.250000,2.750000,,,-0.005000,0.010000,-0.005000,0.005000,0.005833,,0.250000,0.391312,0.806302,-0.375000,5.375000
2018-08-03,20,1.925000,SR3_M18,2.805000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.755000,SR3_Z20,2020-12-01,88.000000,2.740000,,,-0.007500,-0.010000,-0.007500,-0.010000,-0.010000,,-0.875000,0.510820,0.796373,-0.750000,5.500000
2018-08-06,20,1.925000,SR3_M18,2.795000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.745000,SR3_Z20,2020-12-01,87.000000,2.730000,,,0.000000,-0.010000,0.000000,-0.010000,-0.010000,,-0.500000,0.510820,0.806124,-0.750000,4.250000
2018-08-07,20,1.920000,SR3_M18,2.800000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.750000,SR3_Z20,2020-12-01,88.000000,2.735000,,,-0.005000,0.005000,-0.005000,0.005000,0.005000,,-0.000000,0.496865,0.797199,-0.875000,3.500000
2018-08-08,20,1.920000,SR3_M18,2.795000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.745000,SR3_Z20,2020-12-01,87.500000,2.730000,,,0.000000,-0.005000,0.000000,-0.005000,-0.005000,,-0.250000,0.436606,0.802033,-1.375000,3.250000
2018-08-09,20,1.922500,SR3_M18,2.780000,SR3_H23,1.922500,SR3_M18,2018-06-01,2.730000,SR3_Z20,2020-12-01,85.750000,2.715000,,,0.002500,-0.015000,0.002500,-0.015000,-0.015000,,-0.625000,0.337731,0.816438,-2.250000,2.125000
2018-08-10,20,1.915000,SR3_M18,2.715000,SR3_H23,1.915000,SR3_M18,2018-06-01,2.665000,SR3_Z20,2020-12-01,80.000000,2.650417,,,-0.007500,-0.065000,-0.007500,-0.065000,-0.064583,,-3.625000,1.486922,1.157143,-5.000000,-0.750000
2018-08-13,20,1.920000,SR3_M18,2.720000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.670000,SR3_Z20,2020-12-01,80.000000,2.656667,,,0.005000,0.005000,0.005000,0.005000,0.006250,,0.500000,1.631238,1.163380,-4.000000,-0.250000
2018-08-14,20,1.920000,SR3_M18,2.745000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.695000,SR3_H20,2020-03-01,82.500000,2.683333,,,0.000000,0.025000,0.000000,0.025000,0.026666,,1.250000,1.863716,1.176105,-2.750000,0.000000
2018-08-15,20,1.920000,SR3_M18,2.710000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.660000,SR3_H20,2020-03-01,79.000000,2.648333,,,0.000000,-0.035000,0.000000,-0.035000,-0.035000,,-1.750000,1.923132,1.238682,-4.250000,-1.875000
2018-08-16,20,1.920000,SR3_M18,2.730000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.680000,SR3_H20,2020-03-01,81.000000,2.668333,,,0.000000,0.020000,0.000000,0.020000,0.020000,,1.000000,2.099851,1.251627,-2.625000,-0.125000
2018-08-17,20,1.917500,SR3_M18,2.725000,SR3_H23,1.917500,SR3_M18,2018-06-01,2.675000,SR3_H20,2020-03-01,80.750000,2.663333,,,-0.002500,-0.005000,-0.002500,-0.005000,-0.005000,,-0.375000,1.218349,1.252694,0.625000,-0.750000
2018-08-20,20,1.917500,SR3_M18,2.700000,SR3_H23,1.917500,SR3_M18,2018-06-01,2.650000,SR3_H20,2020-03-01,78.250000,2.638333,,,0.000000,-0.025000,0.000000,-0.025000,-0.025000,,-1.250000,1.329944,1.206138,-1.125000,-3.750000
2018-08-21,20,1.920000,SR3_M18,2.710000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.660000,SR3_H20,2020-03-01,79.000000,2.648333,,,0.002500,0.010000,0.002500,0.010000,0.010000,,0.625000,1.177258,1.189507,-1.750000,-4.125000
2018-08-22,20,1.920000,SR3_M18,2.700000,SR3_H23,1.920000,SR3_M18,2018-06-01,2.650000,SR3_H20,2020-03-01,78.000000,2.638750,,,0.000000,-0.010000,0.000000,-0.010000,-0.009583,,-0.500000,0.907435,1.190198,-0.500000,-4.625000
2018-08-23,20,1.922500,SR3_M18,2.720000,SR3_H23,1.922500,SR3_M18,2018-06-01,2.670000,SR3_H20,2020-03-01,79.750000,2.658750,,,0.002500,0.020000,0.002500,0.020000,0.020000,,1.125000,0.946210,1.103877,-0.375000,-5.625000
2018-08-24,20,1.925000,SR3_M18,2.720000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.670000,SR3_Z19,2019-12-01,79.500000,2.660417,,,0.002500,0.000000,0.002500,0.000000,0.001667,,0.125000,0.932905,1.106203,0.125000,-5.000000
2018-08-27,20,1.927500,SR3_M18,2.740000,SR3_H23,1.927500,SR3_M18,2018-06-01,2.690000,SR3_Z19,2019-12-01,81.250000,2.680417,,,0.002500,0.020000,0.002500,0.020000,0.020000,,1.125000,0.695971,1.145841,2.500000,-3.375000
2018-08-28,20,1.927500,SR3_M18,2.755000,SR3_H23,1.927500,SR3_M18,2018-06-01,2.705000,SR3_Z19,2019-12-01,82.750000,2.695417,,,0.000000,0.015000,0.000000,0.015000,0.015000,,0.750000,0.703784,1.162673,2.625000,-2.750000
2018-08-29,20,1.925000,SR3_M18,2.770000,SR3_H23,1.925000,SR3_M18,2018-06-01,2.720000,SR3_Z19,2019-12-01,84.500000,2.710417,,,-0.002500,0.015000,-0.002500,0.015000,0.015000,,0.625000,0.414578,1.172236,3.750000,-2.375000
2018-08-30,20,1.922500,SR3_M18,2.760000,SR3_H23,1.922500,SR3_M18,2018-06-01,2.710000,SR3_Z19,2019-12-01,83.750000,2.700417,,,-0.002500,-0.010000,-0.002500,-0.010000,-0.010000,,-0.625000,0.675463,1.174076,2.000000,-3.250000
2018-08-31,19,2.157500,SR3_U18,2.725000,SR3_H23,2.157500,SR3_U18,2018-09-01,2.685000,SR3_Z19,2019-12-01,56.750000,2.669583,,,0.235000,-0.035000,0.235000,-0.025000,-0.030834,,10.000000,4.312953,2.544820,11.875000,7.625000
2018-09-04,19,2.162500,SR3_U18,2.745000,SR3_H23,2.162500,SR3_U18,2018-09-01,2.705000,SR3_Z19,2019-12-01,58.250000,2.689167,,,0.005000,0.020000,0.005000,0.020000,0.019584,,1.250000,4.304249,2.543010,12.000000,9.375000
2018-09-05,19,2.165000,SR3_U18,2.750000,SR3_H23,2.165000,SR3_U18,2018-09-01,2.710000,SR3_Z19,2019-12-01,58.500000,2.694167,,,0.002500,0.005000,0.002500,0.005000,0.005000,,0.375000,4.343278,2.540753,11.625000,9.750000
2018-09-06,19,2.162500,SR3_U18,2.735000,SR3_H23,2.162500,SR3_U18,2018-09-01,2.695000,SR3_Z19,2019-12-01,57.250000,2.679583,,,-0.002500,-0.015000,-0.002500,-0.015000,-0.014584,,-0.875000,4.537517,2.554110,10.125000,9.125000
2018-09-07,19,2.175000,SR3_U18,2.795000,SR3_H23,2.175000,SR3_U18,2018-09-01,2.755000,SR3_Z19,2019-12-01,62.000000,2.739167,,,0.012500,0.060000,0.012500,0.060000,0.059584,,3.625000,4.309329,2.634936,14.375000,13.375000
2018-09-10,19,2.172500,SR3_U18,2.795000,SR3_H23,2.172500,SR3_U18,2018-09-01,2.755000,SR3_Z19,2019-12-01,62.250000,2.739167,,,-0.002500,0.000000,-0.002500,0.000000,0.000000,,-0.125000,1.732953,2.444070,4.250000,16.875000
2018-09-11,19,2.172500,SR3_U18,2.845000,SR3_H23,2.172500,SR3_U18,2018-09-01,2.800000,SR3_H20,2020-03-01,67.250000,2.785417,,,0.000000,0.050000,0.000000,0.045000,0.046250,,2.500000,1.888286,2.470043,5.500000,18.875000
2018-09-12,19,2.160000,SR3_U18,2.845000,SR3_H23,2.160000,SR3_U18,2018-09-01,2.800000,SR3_H20,2020-03-01,68.500000,2.784583,,,-0.012500,0.000000,-0.012500,0.000000,-0.000834,,-0.625000,2.031779,2.493280,4.500000,17.000000
2018-09-13,19,2.165000,SR3_U18,2.870000,SR3_H23,2.165000,SR3_U18,2018-09-01,2.825000,SR3_H20,2020-03-01,70.500000,2.809167,,,0.005000,0.025000,0.005000,0.025000,0.024584,,1.500000,1.774384,2.419731,6.875000,20.250000
2018-09-14,19,2.175000,SR3_U18,2.905000,SR3_H23,2.175000,SR3_U18,2018-09-01,2.860000,SR3_H20,2020-03-01,73.000000,2.842917,,,0.010000,0.035000,0.010000,0.035000,0.033750,,2.250000,1.407014,2.435483,5.500000,21.500000
2018-09-17,20,2.180000,SR3_U18,2.910000,SR3_M23,2.180000,SR3_U18,2018-09-01,2.865000,SR3_H20,2020-03-01,73.000000,2.857083,,,0.005000,0.005000,0.005000,0.005000,0.014166,,0.500000,1.294218,2.415845,6.125000,22.375000
2018-09-18,20,2.180000,SR3_U18,2.940000,SR3_M23,2.180000,SR3_U18,2018-09-01,2.895000,SR3_H20,2020-03-01,76.000000,2.885833,,,0.000000,0.030000,0.000000,0.030000,0.028750,,1.500000,1.112430,2.351328,5.125000,25.125000
2018-09-19,20,2.195000,SR3_U18,2.965000,SR3_M23,2.195000,SR3_U18,2018-09-01,2.920000,SR3_H20,2020-03-01,77.000000,2.909583,,,0.015000,0.025000,0.015000,0.025000,0.023750,,2.000000,0.670820,2.352001,7.750000,26.500000
2018-09-20,20,2.205000,SR3_U18,2.985000,SR3_M23,2.205000,SR3_U18,2018-09-01,2.935000,SR3_H20,2020-03-01,78.000000,2.927500,,,0.010000,0.020000,0.010000,0.015000,0.017917,,1.500000,0.670820,2.312509,7.750000,28.500000
2018-09-21,20,2.195000,SR3_U18,2.975000,SR3_M23,2.195000,SR3_U18,2018-09-01,2.925000,SR3_H20,2020-03-01,78.000000,2.917500,,,-0.010000,-0.010000,-0.010000,-0.010000,-0.010000,,-1.000000,1.193734,2.374991,4.500000,26.375000
2018-09-24,20,2.195000,SR3_U18,2.980000,SR3_M23,2.195000,SR3_U18,2018-09-01,2.925000,SR3_H20,2020-03-01,78.500000,2.920833,,,0.000000,0.005000,0.000000,0.000000,0.003333,,0.250000,1.219631,2.371847,4.250000,26.500000
2018-09-25,20,2.210000,SR3_U18,2.995000,SR3_M23,2.210000,SR3_U18,2018-09-01,2.940000,SR3_H20,2020-03-01,78.500000,2.935000,,,0.015000,0.015000,0.015000,0.015000,0.014167,,1.500000,1.219631,2.371665,4.250000,26.875000
2018-09-26,20,2.200000,SR3_U18,2.985000,SR3_M23,2.200000,SR3_U18,2018-09-01,2.930000,SR3_H20,2020-03-01,78.500000,2.925000,,,-0.010000,-0.010000,-0.010000,-0.010000,-0.010000,,-1.000000,1.250000,2.426375,1.250000,25.125000
2018-09-27,20,2.195000,SR3_U18,2.985000,SR3_M23,2.195000,SR3_U18,2018-09-01,2.930000,SR3_H20,2020-03-01,79.000000,2.925000,,,-0.005000,0.000000,-0.005000,0.000000,0.000000,,-0.250000,1.039832,2.446164,-0.500000,24.250000
